Start_Date	End_Date	Event_Name	Event_Display	Event_ID	Event_Banner_URL	Management_ID
2017-04-22	2014-12-31	荒ぶる大森林の巨熊	ゴットバトル	2414825146	/html/html_info/ANZBATTLE/001_DAISHINRINBEAR/img/main_banner.jpg	2414825146
2014-12-31	2014-12-31	!チャレンジバトル!	ゴットバトル	3986500334	/html/html_info/ANZBATTLE/001_DAISHINRINBEAR/img/main_banner.jpg	3986500334
2017-11-22	2014-12-31	燃え盛る森	緊急討伐チャレンジ	2422950584	/html/html_info/challenge_battle/img/banner_event_bounty_003_small_00.png	2422950584
2017-11-22	2014-12-31	炎に染まる夜	緊急討伐チャレンジ	2165711041	/html/html_info/challenge_battle/img/banner_event_bounty_001_small_00.png	2165711041
2018-08-09	2018-08-31	深淵の洞窟パンサー	緊急討伐チャレンジ	955120425	/html/html_info/challenge_battle/img/banner_event_bounty_004_small_00.png	955120425
2018-08-06	2018-08-31	地底に咲く氷花	緊急討伐チャレンジ	2750215219	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	2750215219
2014-12-31	2014-12-31	チャレンジクエスト 中森林ベア	緊急討伐チャレンジ	437727195	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	437727195
2014-12-31	2014-12-31	チャレンジクエスト プリンスバハ・ハ	緊急討伐チャレンジ	191514018	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	191514018
2014-12-31	2014-12-31	チャレンジクエスト ながれキバザル	緊急討伐チャレンジ	2995887690	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	2995887690
2014-12-31	2014-12-31	チャレンジクエスト 大草原トーストス	緊急討伐チャレンジ	3860422103	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	3860422103
2014-12-31	2014-12-31	チャレンジクエスト ガイアゴーレム	緊急討伐チャレンジ	1608681023	/html/html_info/challenge_battle/img/banner_event_bounty_002_small_00.png	1608681023
2018-12-18	2018-12-20	因縁の狂黒竜	緊急討伐チャレンジ	2281177281	/html/html_info/emergency_challenge/003_scarface/img/banner_event_bounty_010_small_00.png	2281177281
2018-11-30	2018-12-16	ボスラッシュ！　大地の守護者たち	緊急討伐チャレンジ	1040440105	/html/html_info/challenge_battle/img/banner_event_bounty_011_small_00.png	1040440105
2019-02-01	2019-03-15	暴風の支配者	緊急討伐チャレンジ	796832080	/html/html_info/challenge_battle/img/banner_event_bounty_chg06_small_00.png	796832080
2019-02-21	2019-03-15	暴風の支配者	緊急討伐チャレンジ	3061309674	/html/html_info/challenge_battle/img/banner_event_bounty_chg06_small_01.png	3061309674
2019-03-15	2019-03-31	怪傑赤ずきん現る！？	緊急討伐チャレンジ	2525326008	/html/html_info/challenge_battle/img/banner_event_bounty_chg07_small_00.png	2525326008
2019-03-21	2019-03-31	逆襲のニセずきん	緊急討伐チャレンジ	260848386	/html/html_info/challenge_battle/img/banner_event_bounty_chg07_small_01.png	260848386
2019-03-31	2019-04-16	狂気の黒地竜	緊急討伐チャレンジ	226780578	/html/html_info/challenge_battle/img/banner_event_bounty_chg08_small_00.png	226780578
2019-04-07	2019-04-16	狂気の黒地竜	緊急討伐チャレンジ	2492281880	/html/html_info/challenge_battle/img/banner_event_bounty_chg08_small_01.png	2492281880
2019-05-31	2019-06-17	虚言の道化霊	緊急討伐チャレンジ	3028270666	/html/html_info/challenge_battle/img/banner_event_bounty_chg09_small_00.png	3028270666
2019-06-08	2019-06-17	呪いの大鎌霊	緊急討伐チャレンジ	762769392	/html/html_info/challenge_battle/img/banner_event_bounty_chg09_small_01.png	762769392
1998-12-31	2000-05-31	虚言のレア道化霊	緊急討伐チャレンジ	1517412198	/html/html_info/challenge_battle/img/banner_event_bounty_chg09_small_00.png	1517412198
2019-04-15	2019-05-07	妖怪襲来！ 打倒日ノ神！	緊急討伐チャレンジ	2768426035	/html/html_info/challenge_battle/img/banner_event_bounty_colaboBtl01_small_00.png	2768426035
